gene_id	untreated1	untreated2	untreated3	untreated4	treated1	treated2	treated3
FBgn0034120	0	0	0	0	1	0	0
FBgn0034121	0	1	0	2	2	0	0
FBgn0034122	0	0	0	0	0	0	0
FBgn0034126	529	732	245	320	894	275	293
FBgn0034127	29	33	14	24	19	10	6
FBgn0034128	2	4	2	3	5	1	1
FBgn0034129	0	0	0	0	0	0	0
FBgn0034131	0	0	0	0	0	0	0
FBgn0034132	0	0	1	0	0	0	0
FBgn0034133	0	0	0	0	0	0	0
FBgn0034135	0	1	1	1	2	2	0
FBgn0034136	16	20	6	9	16	5	9
FBgn0034137	27	32	22	17	27	10	11
FBgn0034138	18969	31379	9904	14960	23458	13061	14271
FBgn0034139	22	31	10	16	66	30	41
FBgn0034140	14	24	5	9	26	19	13
FBgn0034141	824	799	447	496	1024	500	577
FBgn0034142	852	1331	454	523	1382	674	780
FBgn0034143	1	2	0	0	0	1	0
FBgn0034144	0	1	0	0	0	0	0
FBgn0034145	2	3	2	1	4	1	0
FBgn0034151	6	6	2	4	2	6	1
FBgn0034152	0	0	0	0	0	0	0
FBgn0034153	0	1	0	0	3	0	0
FBgn0034154	9	10	4	3	16	6	4
FBgn0034155	1042	1818	677	631	1477	580	669
FBgn0034156	3	5	1	1	3	0	1
FBgn0034157	3	4	0	0	2	2	1
FBgn0034158	4962	9448	2952	3180	7978	3129	3419
FBgn0034159	16	42	14	14	16	6	7
FBgn0034160	38	121	49	30	54	16	20
FBgn0034162	14	18	4	13	18	9	19
FBgn0034165	0	0	0	0	0	0	0
FBgn0034166	64	72	26	38	58	33	48
FBgn0034168	0	0	0	0	1	0	0
FBgn0034169	0	0	0	0	0	0	0
FBgn0034172	268	399	170	190	416	178	220
FBgn0034173	1	0	1	0	1	0	0
FBgn0034175	91	100	28	49	81	35	24
FBgn0034176	2248	2941	1048	1287	2583	1157	1205
FBgn0034177	138	152	56	71	191	77	76
FBgn0034179	874	1577	529	669	1442	661	727
FBgn0034180	2355	3826	1328	1416	3760	1560	1628
FBgn0034181	1416	2358	836	942	2193	1053	1109
FBgn0034182	80	148	60	72	142	57	72
FBgn0034183	1	2	0	0	1	0	0
FBgn0034184	1019	1767	627	701	1672	758	888
FBgn0034186	405	614	207	260	509	268	288
FBgn0034187	55	117	33	40	113	58	44
FBgn0034191	185	212	79	112	226	89	94
FBgn0034194	578	677	275	308	720	342	371
FBgn0034195	2	4	2	0	9	0	1
FBgn0034196	0	1	0	0	1	0	1
FBgn0034197	3	3	1	0	7	0	1
FBgn0034198	1409	3564	998	1487	3658	1400	1628
FBgn0034199	89	274	63	80	239	104	121
FBgn0034200	56	196	59	65	238	73	107
FBgn0034201	0	1	2	0	3	0	1
FBgn0034202	1	0	1	0	0	1	0
FBgn0034204	0	0	0	0	0	1	0
FBgn0034205	0	0	0	0	0	0	0
FBgn0034206	0	0	1	0	0	0	0
FBgn0034210	301	450	169	162	399	163	232
FBgn0034214	197	311	92	109	302	130	131
FBgn0034215	568	750	248	319	549	307	309
FBgn0034217	143	169	49	65	161	54	54
FBgn0034218	2	1	3	2	2	1	1
FBgn0034219	1336	1123	578	729	1027	440	519
FBgn0034221	330	244	97	106	169	70	62
FBgn0034223	945	1213	518	641	1245	643	656
FBgn0034224	0	0	0	0	0	0	0
FBgn0034225	61	104	52	55	48	24	15
FBgn0034228	0	0	0	0	0	0	0
FBgn0034229	1	2	2	1	3	0	2
FBgn0034230	1562	2221	781	938	2405	1032	1072
FBgn0034231	87	167	42	52	161	67	71
FBgn0034232	195	319	85	118	315	111	111
FBgn0034237	10019	16670	5631	6790	13106	6130	6839
FBgn0034238	53	98	51	57	78	40	39
FBgn0034239	66	129	44	47	76	50	41
FBgn0034240	2399	4643	1512	1395	3608	1380	1468
FBgn0034242	177	462	81	108	376	124	95
FBgn0034243	1313	2255	665	850	2136	816	811
FBgn0034245	744	402	155	341	882	342	279
FBgn0034246	3506	5559	1974	1821	5685	2047	2018
FBgn0034247	5	7	1	2	6	1	4
FBgn0034248	309	718	189	255	575	206	245
FBgn0034249	567	797	256	386	993	533	560
FBgn0034251	8	6	3	6	5	4	1
FBgn0034253	365	698	240	249	509	242	281
FBgn0034255	492	1156	241	337	1190	311	390
FBgn0034258	13022	18236	7471	8906	14876	8539	9464
FBgn0034259	1205	1361	482	632	1704	761	923
FBgn0034261	293	499	181	215	535	248	252
FBgn0034262	9	3	3	3	15	4	1
FBgn0034263	0	1	0	0	0	0	0
FBgn0034264	18	22	6	5	26	8	13
FBgn0034265	335	499	155	219	477	206	213
FBgn0034266	8	5	1	0	9	5	1
FBgn0034267	17	25	13	5	16	5	14
FBgn0034269	1070	1583	581	692	1245	615	712
FBgn0034270	206	211	71	109	289	123	148
FBgn0034271	590	861	294	335	889	362	406
FBgn0034272	5	2	0	1	4	0	3
FBgn0034274	0	2	1	0	1	0	1
FBgn0034275	10	9	3	5	7	2	2
FBgn0034276	3	1	0	1	4	2	2
FBgn0034277	6216	10020	3215	4063	9714	4356	4702
FBgn0034278	0	1	0	0	0	0	1
FBgn0034279	11	18	12	13	28	15	9
FBgn0034281	11	39	8	3	26	3	9
FBgn0034282	2728	4606	1353	1528	5316	1592	1857
FBgn0034283	0	0	0	1	2	0	0
FBgn0034284	0	0	0	0	1	0	0
FBgn0034286	0	0	0	0	0	0	0
FBgn0034288	0	0	0	0	0	0	0
FBgn0034289	0	0	0	0	0	0	0
FBgn0034290	8	29	15	21	3	6	9
FBgn0034291	0	1	0	0	0	0	0
FBgn0034292	0	0	0	0	0	0	0
FBgn0034293	0	0	0	0	0	0	0
FBgn0034294	0	1	0	1	0	1	1
FBgn0034295	0	0	0	0	0	0	0
FBgn0034296	0	1	1	0	0	0	0
FBgn0034299	280	463	116	157	449	139	194
FBgn0034300	909	1634	475	506	1329	575	590
FBgn0034301	3	6	3	1	4	9	3
FBgn0034304	510	801	304	364	775	398	366
FBgn0034307	266	439	122	162	371	167	179
FBgn0034308	805	1375	626	593	1001	582	669
FBgn0034310	1018	1267	539	640	1234	665	668
FBgn0034312	444	790	269	342	859	351	440
FBgn0034313	1035	1531	617	633	1426	803	855
FBgn0034314	125	184	61	71	161	49	56
FBgn0034315	1299	2187	728	901	1915	889	1045
FBgn0034317	0	2	0	0	1	0	1
FBgn0034318	0	1	0	0	0	0	0
FBgn0034321	10	55	17	8	73	25	21
FBgn0034322	4	10	3	1	11	3	1
FBgn0034323	1	13	1	5	4	0	0
FBgn0034324	1	10	3	0	17	3	1
FBgn0034325	3	12	5	1	10	2	1
FBgn0034326	1	25	4	5	7	3	5
FBgn0034327	1	58	18	14	41	12	12
FBgn0034328	0	0	0	0	0	0	0
FBgn0034329	0	0	0	2	0	0	2
FBgn0034330	0	0	0	0	0	0	0
FBgn0034331	1	1	0	2	0	1	0
FBgn0034335	1	1	0	1	3	1	2
FBgn0034345	1709	2930	901	1101	2731	983	1182
FBgn0034346	1680	1862	758	845	1867	866	900
FBgn0034350	0	0	0	0	0	0	0
FBgn0034351	255	475	145	152	401	201	226
FBgn0034352	0	0	0	0	0	1	0
FBgn0034354	228	478	164	259	738	386	488
FBgn0034355	0	0	0	0	0	0	0
FBgn0034356	10	17	7	7	21	8	11
FBgn0034360	126	123	49	76	137	52	74
FBgn0034361	212	301	143	178	283	193	247
FBgn0034362	583	762	248	355	854	387	442
FBgn0034363	0	1	0	0	1	0	2
FBgn0034364	0	0	0	0	0	0	0
FBgn0034365	506	737	279	314	565	214	238
FBgn0034366	311	365	131	141	492	185	216
FBgn0034367	919	1099	449	555	1085	527	611
FBgn0034368	1678	2458	789	1006	2303	932	1038
FBgn0034371	1026	1065	520	625	1003	562	615
FBgn0034372	1	0	0	0	0	0	0
FBgn0034374	0	2	0	1	2	0	1
FBgn0034376	716	1532	616	561	903	455	448
FBgn0034377	3	8	2	0	4	1	1
FBgn0034378	809	1555	651	618	989	447	524
FBgn0034379	150	270	83	111	244	115	146
FBgn0034380	266	333	136	158	366	176	215
FBgn0034381	0	0	0	0	0	0	0
FBgn0034382	1	0	1	0	0	0	0
FBgn0034383	0	0	0	0	0	0	0
FBgn0034387	5	5	2	5	2	1	0
FBgn0034389	137	356	124	104	77	28	36
FBgn0034390	675	1072	475	610	1293	776	800
FBgn0034391	29	68	30	25	161	82	89
FBgn0034392	1553	1957	782	984	1732	862	938
FBgn0034394	2	4	0	1	6	6	3
FBgn0034396	272	494	235	261	321	240	265
FBgn0034397	37	116	76	61	70	39	49
FBgn0034398	5937	9130	3427	4535	6740	2931	3552
FBgn0034399	931	941	356	518	1523	571	588
FBgn0034400	8419	12012	4696	4597	7618	3672	3876
FBgn0034401	3278	4330	1767	1832	3999	2041	2201
FBgn0034402	127	216	58	81	154	70	76
FBgn0034403	40	92	26	46	192	59	78
FBgn0034405	2105	3203	1153	1458	4926	2135	2387
FBgn0034406	1	14	0	9	2	3	4
FBgn0034407	67	27	6	14	33	30	17
FBgn0034408	184	266	114	107	290	180	239
FBgn0034410	552	962	378	363	987	434	492
FBgn0034411	237	302	99	116	294	154	149
FBgn0034412	0	1	1	0	0	1	0
FBgn0034413	0	0	0	0	0	0	0
FBgn0034415	0	0	0	0	0	0	0
FBgn0034416	0	0	0	0	0	0	0
FBgn0034417	197	380	147	185	226	125	133
FBgn0034418	968	1605	642	704	1774	858	1004
FBgn0034419	612	858	334	386	776	362	373
FBgn0034420	4439	6256	3028	3200	4751	3037	3318
FBgn0034421	2128	3291	1554	1614	3426	1839	2062
FBgn0034422	286	308	104	157	284	132	155
FBgn0034423	0	0	0	0	0	0	0
FBgn0034425	449	534	246	280	516	286	329
FBgn0034426	0	0	0	0	0	0	0
FBgn0034427	0	0	1	0	0	0	0
FBgn0034428	0	0	0	0	0	0	0
FBgn0034429	1	0	0	0	0	0	0
FBgn0034430	527	677	218	307	872	313	376
FBgn0034432	1890	2905	1002	1155	2191	1010	1088
FBgn0034433	558	670	240	285	673	286	339
FBgn0034434	195	304	130	163	26	9	14
FBgn0034435	1	4	1	2	2	0	0
FBgn0034436	2024	2948	994	1214	3197	1400	1471
FBgn0034437	2	1	1	1	2	0	2
FBgn0034438	33	64	22	30	242	99	88
FBgn0034439	5	4	0	4	1	5	0
FBgn0034440	1	2	1	1	2	1	1
FBgn0034441	0	1	0	0	1	0	0
FBgn0034442	60	124	39	42	113	43	33
FBgn0034443	323	334	124	203	592	146	125
FBgn0034446	3	3	2	1	4	1	2
FBgn0034447	1517	1977	729	842	1516	695	793
FBgn0034451	763	1229	382	448	1291	490	608
FBgn0034452	62	75	31	23	86	41	45
FBgn0034454	1	0	0	0	0	0	0
FBgn0034455	603	864	327	372	705	342	364
FBgn0034456	0	0	0	0	0	0	0
FBgn0034457	0	0	0	0	1	0	0
FBgn0034458	0	0	0	0	1	0	0
FBgn0034459	0	0	4	0	5	0	1
FBgn0034460	0	0	0	0	0	0	0
FBgn0034461	0	0	0	0	0	0	0
FBgn0034462	0	0	0	0	0	0	0
FBgn0034463	0	0	0	0	0	0	0
FBgn0034464	0	0	0	0	0	0	0
FBgn0034467	7	8	4	4	11	3	7
FBgn0034468	0	4	2	3	2	1	3
FBgn0034470	0	0	0	0	0	0	0
FBgn0034471	0	0	0	0	0	0	0
FBgn0034472	0	0	0	0	0	0	0
FBgn0034473	0	3	2	2	1	0	1
FBgn0034474	1	1	0	0	1	0	0
FBgn0034475	0	0	0	1	0	0	0
FBgn0034476	157	373	160	166	183	80	82
FBgn0034477	1	0	1	0	0	0	0
FBgn0034478	0	0	0	0	0	0	0
FBgn0034479	10	21	3	7	25	11	11
FBgn0034480	1	0	0	0	0	0	0
FBgn0034481	0	0	0	0	0	0	1
FBgn0034483	0	0	0	0	0	0	0
FBgn0034484	0	0	1	2	1	0	0
FBgn0034485	0	0	0	0	0	0	0
FBgn0034486	0	0	0	1	1	0	0
FBgn0034487	6	8	1	5	7	1	3
FBgn0034488	1299	1815	826	945	1433	964	1115
FBgn0034489	0	2	1	2	2	2	1
FBgn0034490	6	10	8	11	14	20	15
FBgn0034491	1556	2244	877	950	1664	848	962
FBgn0034493	489	582	198	314	498	248	245
FBgn0034494	4888	4843	2137	2280	4556	1999	2175
FBgn0034495	239	295	143	158	297	177	170
FBgn0034496	596	851	334	380	835	395	439
FBgn0034497	62	31	15	19	46	10	11
FBgn0034498	1328	1721	758	876	1633	925	956
FBgn0034499	0	0	0	0	0	0	0
FBgn0034500	326	392	104	155	397	152	134
FBgn0034501	4044	4448	2056	2305	3238	1761	1911
FBgn0034502	0	0	0	0	2	2	1
FBgn0034503	336	476	180	256	475	200	268
FBgn0034504	1584	2222	1115	1117	2071	1248	1174
FBgn0034505	0	0	0	0	0	0	0
FBgn0034506	0	0	0	0	0	1	0
FBgn0034507	0	0	0	0	0	0	0
FBgn0034509	0	0	0	0	0	0	0
FBgn0034510	0	0	0	0	0	0	0
FBgn0034511	0	0	0	0	1	0	0
FBgn0034512	0	0	0	1	1	0	0
FBgn0034513	0	0	0	0	0	0	0
FBgn0034514	0	0	0	0	0	0	0
FBgn0034515	2	0	0	0	0	0	0
FBgn0034517	0	0	0	0	0	0	0
FBgn0034518	0	0	0	0	0	0	0
FBgn0034519	0	0	0	0	0	0	0
FBgn0034520	4	6	3	6	10	1	4
FBgn0034521	633	866	349	430	766	515	500
FBgn0034523	323	393	151	185	609	244	268
FBgn0034527	445	763	282	333	603	365	426
FBgn0034528	454	1222	290	321	1015	266	291
FBgn0034529	437	599	177	182	690	259	233
FBgn0034530	125	188	61	89	113	67	58
FBgn0034532	35	63	18	23	38	16	15
FBgn0034534	631	1141	407	557	995	447	498
FBgn0034535	154	178	86	103	178	97	135
FBgn0034537	557	1165	329	440	884	492	566
FBgn0034538	0	0	1	0	1	0	0
FBgn0034539	0	0	2	0	0	0	0
FBgn0034540	9	12	1	3	10	4	5
FBgn0034541	0	2	1	0	0	0	0
FBgn0034542	711	936	374	430	903	428	511
FBgn0034543	568	859	327	424	742	379	431
FBgn0034545	0	0	0	0	0	0	0
FBgn0034546	0	0	0	0	0	0	0
FBgn0034548	0	1	0	0	0	0	0
FBgn0034550	0	0	0	0	0	0	0
FBgn0034551	0	0	0	0	0	0	0
FBgn0034552	2	1	0	0	1	0	0
FBgn0034553	0	1	0	0	2	0	2
FBgn0034554	1	0	0	0	0	0	0
FBgn0034558	1	11	2	2	4	1	8
FBgn0034560	0	0	0	0	0	0	0
FBgn0034563	0	0	0	0	0	0	0
FBgn0034564	336	549	166	213	612	280	338
FBgn0034565	1	4	1	1	0	0	2
FBgn0034566	0	3	0	3	0	1	0
FBgn0034567	0	0	0	0	0	0	0
FBgn0034568	19	16	5	4	22	8	15
FBgn0034569	463	696	245	267	733	336	409
FBgn0034570	2845	6745	2670	2461	4255	2367	2578
FBgn0034572	629	1042	378	447	944	419	453
FBgn0034573	1254	1776	798	928	1367	831	958
FBgn0034576	986	1329	561	741	1559	782	806
FBgn0034577	3032	4543	1499	1785	3374	1655	1901
FBgn0034578	66	76	18	32	95	29	42
FBgn0034579	151	202	55	77	252	106	117
FBgn0034580	6	10	3	2	6	8	3
FBgn0034582	4	8	3	4	3	2	1
FBgn0034583	2055	3101	1340	1607	1908	1252	1297
FBgn0034585	849	1317	501	600	966	601	647
FBgn0034588	1	0	0	1	0	0	1
FBgn0034590	1757	2757	1298	1311	2209	1207	1388
FBgn0034592	1	3	2	0	1	0	1
FBgn0034595	3	25	6	10	23	9	6
FBgn0034598	2230	4109	1613	1803	3264	1864	1943
FBgn0034599	284	448	165	203	332	193	227
FBgn0034601	4	10	1	2	4	0	3
FBgn0034602	12	28	10	6	15	4	7
FBgn0034603	518	995	378	319	1199	485	568
FBgn0034605	17	14	6	10	8	8	3
FBgn0034606	4	13	6	4	7	2	9
FBgn0034611	1475	1686	792	983	1874	1040	1152
FBgn0034612	10	21	9	13	25	12	11
FBgn0034614	487	658	160	252	601	214	236
FBgn0034617	207	421	129	126	448	205	190
FBgn0034618	2384	3611	1373	1674	3009	1612	1777
FBgn0034622	0	1	1	1	2	1	2
FBgn0034623	0	0	0	0	1	0	0
FBgn0034624	0	1	0	0	1	0	1
FBgn0034626	549	786	292	322	536	287	340
FBgn0034627	124	146	67	68	170	65	88
FBgn0034628	731	990	369	492	1054	438	478
FBgn0034629	86	102	39	52	97	46	62
FBgn0034631	386	652	203	241	567	223	220
FBgn0034634	71	179	47	72	138	66	76
FBgn0034636	13	47	21	18	12	1	3
FBgn0034638	2632	3288	1300	1639	1725	825	984
FBgn0034639	17	42	8	9	28	18	18
FBgn0034641	2436	3466	1312	1462	2902	1500	1562
FBgn0034642	1	0	0	0	1	0	1
FBgn0034643	1443	2647	995	1086	1807	982	975
FBgn0034644	1732	2936	1150	1269	1846	1014	1291
FBgn0034645	834	1243	485	645	982	695	767
FBgn0034646	845	1523	490	563	1056	648	678
FBgn0034647	13	16	5	8	31	18	10
FBgn0034649	0	0	0	0	0	0	0
FBgn0034650	262	447	149	213	335	214	218
FBgn0034651	0	0	0	0	1	0	0
FBgn0034654	3198	5395	1952	2569	3887	2170	2673
FBgn0034655	49	48	11	24	47	23	27
FBgn0034656	39	74	31	22	58	24	26
FBgn0034657	1140	1357	601	608	1386	864	801
FBgn0034658	0	0	0	0	0	0	0
FBgn0034659	0	1	0	0	0	0	0
FBgn0034660	0	0	0	1	0	1	0
FBgn0034661	0	0	0	0	0	1	0
FBgn0034662	5	9	4	8	25	5	8
FBgn0034663	0	1	1	0	0	0	0
FBgn0034664	0	0	0	2	1	0	0
FBgn0034665	0	1	0	0	1	0	0
FBgn0034666	0	1	0	0	0	0	0
FBgn0034667	0	0	0	0	0	0	0
FBgn0034670	3	1	0	1	4	0	2
FBgn0034671	1	0	0	0	0	0	0
FBgn0034674	1277	1816	650	754	1565	718	756
FBgn0034681	0	1	0	0	0	0	0
FBgn0034683	2	8	5	4	12	0	1
FBgn0034684	48	73	34	37	82	24	41
FBgn0034687	14	19	8	6	25	7	6
FBgn0034688	387	593	196	270	432	221	191
FBgn0034689	398	616	209	279	604	263	282
FBgn0034691	2555	3950	1572	1642	2923	1649	1915
FBgn0034692	3	4	1	1	2	0	0
FBgn0034693	4	1	5	4	5	1	4
FBgn0034694	500	893	299	409	560	232	255
FBgn0034697	1410	2014	760	863	1582	890	900
FBgn0034700	1	1	1	1	4	1	0
FBgn0034703	252	362	109	138	366	107	126
FBgn0034704	347	485	185	259	481	280	254
FBgn0034705	214	235	98	138	306	134	123
FBgn0034706	21	44	20	19	35	20	15
FBgn0034707	444	658	262	319	666	311	411
FBgn0034708	2345	3136	1296	1411	3289	1579	1643
FBgn0034709	864	2131	821	1006	1288	831	839
FBgn0034710	0	1	1	1	1	2	0
FBgn0034711	0	1	0	0	0	0	0
FBgn0034712	0	3	0	2	1	0	0
FBgn0034713	0	0	0	0	3	1	0
FBgn0034715	0	0	0	0	0	0	0
FBgn0034716	1	1	1	0	2	1	0
FBgn0034717	0	0	0	0	0	0	0
FBgn0034718	172	586	216	272	1173	596	666
FBgn0034720	6	3	0	1	5	5	3
FBgn0034721	0	0	0	0	0	0	0
FBgn0034722	973	1825	581	724	1553	640	677
FBgn0034723	6	6	3	2	9	3	2
FBgn0034724	16	27	12	8	28	11	10
FBgn0034725	0	2	2	0	3	2	0
FBgn0034726	217	558	99	121	334	97	124
FBgn0034727	595	790	296	390	690	398	407
FBgn0034728	1999	3858	1312	1324	3587	1214	1333
FBgn0034729	77	120	33	49	131	50	46
FBgn0034730	4	3	6	4	11	4	1
FBgn0034731	0	1	0	0	0	1	0
FBgn0034732	2	1	0	0	5	0	1
FBgn0034733	26	65	27	28	83	29	49
FBgn0034734	1759	2270	766	818	1850	850	822
FBgn0034735	725	1172	423	524	882	435	539
FBgn0034736	366	645	286	271	47	27	29
FBgn0034737	2	1	0	0	0	0	0
FBgn0034739	0	1	2	0	0	1	1
FBgn0034740	0	1	3	2	6	3	4
FBgn0034741	47	51	18	23	44	30	38
FBgn0034742	796	1566	552	527	1383	521	577
FBgn0034743	21473	22277	10684	16235	25646	13658	13719
FBgn0034744	1061	1650	622	848	1202	680	797
FBgn0034745	53	94	38	36	65	34	29
FBgn0034748	371	614	200	278	543	258	292
FBgn0034750	713	1121	408	559	1058	615	680
FBgn0034751	21620	40324	12908	18292	15412	8091	8948
FBgn0034753	7301	10180	4627	6166	11946	7348	8370
FBgn0034755	2	0	1	0	2	0	1
FBgn0034756	41	84	34	42	89	39	51
FBgn0034758	35	94	40	37	54	31	33
FBgn0034759	8	19	5	9	7	5	7
FBgn0034761	1326	2572	695	973	2025	943	1083
FBgn0034763	533	932	287	354	731	314	347
FBgn0034766	0	0	0	0	2	0	0
FBgn0034768	0	0	0	1	1	0	0
FBgn0034769	0	0	0	0	0	0	0
FBgn0034770	0	0	0	1	0	1	0
FBgn0034774	0	0	0	0	0	0	0
FBgn0034776	0	0	0	0	1	0	0
FBgn0034782	0	0	0	0	1	0	0
FBgn0034783	0	0	0	1	0	0	0
FBgn0034784	0	1	0	1	0	0	1
FBgn0034785	2	7	2	1	3	0	1
FBgn0034786	836	1055	426	475	955	419	418
FBgn0034788	1	2	0	2	2	0	0
FBgn0034789	12	24	0	4	42	3	6
FBgn0034791	464	988	258	297	765	340	353
FBgn0034792	2138	3075	1246	1493	2793	1677	1750
FBgn0034793	511	675	253	373	965	479	606
FBgn0034794	166	246	60	107	241	99	130
FBgn0034795	0	0	0	0	0	0	0
FBgn0034796	0	0	0	0	0	0	0
FBgn0034797	63	205	66	55	172	91	103
FBgn0034800	63	145	44	60	92	44	57
FBgn0034802	6078	15015	4181	4805	12435	5590	5957
FBgn0034803	296	510	160	223	384	175	192
FBgn0034804	88	71	29	41	32	13	17
FBgn0034807	1	1	0	0	0	0	1
FBgn0034808	6	8	4	3	3	0	1
FBgn0034809	0	1	0	0	0	0	1
FBgn0034810	0	1	0	0	2	0	2
FBgn0034814	334	411	166	225	377	210	230
FBgn0034816	47	61	28	29	64	51	54
FBgn0034817	566	837	378	438	701	426	461
FBgn0034819	0	0	0	0	0	0	0
FBgn0034820	0	0	0	0	0	0	0
FBgn0034821	0	0	0	0	0	0	1
FBgn0034822	0	0	1	3	0	0	1
FBgn0034824	0	0	0	0	0	0	0
FBgn0034825	0	0	0	0	0	0	0
FBgn0034826	0	0	0	0	0	0	0
FBgn0034827	0	0	0	0	0	0	0
FBgn0034828	0	1	0	0	0	0	0
FBgn0034829	0	0	0	1	1	0	0
FBgn0034833	0	0	0	0	0	0	0
FBgn0034834	0	1	0	0	0	1	1
FBgn0034835	0	0	0	0	0	0	0
FBgn0034837	2	9	0	2	9	0	3
FBgn0034838	0	0	0	1	1	0	0
FBgn0034839	0	0	0	0	2	0	0
FBgn0034840	2	4	3	2	2	2	5
FBgn0034841	0	0	0	0	0	0	0
FBgn0034842	0	0	0	0	0	0	0
FBgn0034844	0	0	0	0	0	0	0
FBgn0034846	1	0	0	1	1	0	0
FBgn0034849	428	342	223	260	502	299	371
FBgn0034850	3	7	5	10	6	8	3
FBgn0034853	864	1366	482	513	1074	481	521
FBgn0034854	2443	4404	1647	1708	3774	1735	1947
FBgn0034856	83	90	40	35	91	34	53
FBgn0034858	1463	2363	970	1086	1936	1345	1421
FBgn0034859	720	844	339	399	911	552	523
FBgn0034860	0	0	1	1	0	0	0
FBgn0034861	0	2	1	2	0	0	1
FBgn0034862	0	3	2	0	0	0	0
FBgn0034863	0	0	0	0	0	0	0
FBgn0034865	0	0	0	0	0	0	0
FBgn0034866	0	0	0	0	0	0	0
FBgn0034867	0	0	0	0	0	0	1
FBgn0034869	0	0	0	0	0	0	0
FBgn0034870	3	8	0	1	1	1	1
FBgn0034871	0	0	0	0	0	0	0
FBgn0034873	669	1162	403	449	872	445	473
FBgn0034876	666	1275	418	545	946	587	577
FBgn0034877	1538	2178	873	1015	2420	1245	1251
FBgn0034878	1413	2226	960	1072	1870	1131	1219
FBgn0034879	553	936	329	433	765	456	525
FBgn0034880	24	38	9	12	43	22	25
FBgn0034882	0	0	0	0	0	0	0
FBgn0034883	3	1	0	3	1	1	1
FBgn0034884	0	0	0	0	0	0	0
FBgn0034885	100	109	75	58	359	210	239
FBgn0034886	7134	11551	4995	4867	7340	4277	4573
FBgn0034887	41	55	28	36	56	35	40
FBgn0034888	6	4	1	4	17	4	9
FBgn0034889	1	1	0	1	0	1	0
FBgn0034893	238	376	120	158	298	158	156
FBgn0034894	780	1086	462	422	723	308	407
FBgn0034897	1125	2472	966	1024	583	274	262
FBgn0034898	6	20	10	7	1	2	2
FBgn0034899	0	0	0	0	1	0	0
FBgn0034900	0	0	0	0	0	0	0
FBgn0034901	0	0	0	0	0	0	0
FBgn0034902	440	539	222	272	758	269	292
FBgn0034903	2	5	1	6	4	2	1
FBgn0034904	0	1	0	0	1	1	1
FBgn0034906	8	30	8	6	37	13	8
FBgn0034907	8	5	4	2	5	5	4
FBgn0034908	499	830	295	405	660	365	374
FBgn0034909	168	329	125	154	237	156	170
FBgn0034910	0	0	0	0	0	0	0
FBgn0034911	1	8	3	3	13	11	10
FBgn0034913	623	1077	370	486	959	467	514
FBgn0034914	2898	5417	1874	2127	5117	2743	3073
FBgn0034915	1042	1777	734	827	1422	902	978
FBgn0034918	266	415	126	148	354	157	187
FBgn0034919	230	311	74	128	200	138	124
FBgn0034920	0	2	1	0	1	1	0
FBgn0034921	469	683	280	313	509	293	369
FBgn0034922	972	1454	451	519	1123	492	560
FBgn0034923	415	792	240	295	653	317	399
FBgn0034924	22	27	3	11	30	6	13
FBgn0034925	396	559	189	287	472	264	287
FBgn0034926	676	1138	469	494	1095	578	572
FBgn0034928	14	15	9	9	17	13	5
FBgn0034931	11	8	6	13	13	5	11
FBgn0034933	382	590	162	197	453	145	190
FBgn0034935	5	4	3	4	8	8	7
FBgn0034936	774	1113	410	547	1021	557	679
FBgn0034937	36	38	10	19	39	24	24
FBgn0034938	258	324	125	162	377	200	229
FBgn0034939	622	1021	313	402	795	411	467
FBgn0034940	264	433	143	202	402	212	240
FBgn0034942	0	1	0	0	1	0	0
FBgn0034943	1	1	2	0	1	1	0
FBgn0034945	167	299	80	110	310	108	105
FBgn0034946	709	1346	426	478	989	577	685
FBgn0034948	1535	1884	704	939	2077	914	1003
FBgn0034950	58	142	51	57	219	97	104
FBgn0034951	392	666	191	222	518	196	213
FBgn0034956	50	52	25	31	65	32	43
FBgn0034957	0	3	1	3	1	0	1
FBgn0034958	1161	1760	566	548	1667	617	660
FBgn0034959	385	622	207	226	552	269	319
FBgn0034961	235	455	142	148	379	170	174
FBgn0034962	826	1322	404	485	1265	531	606
FBgn0034963	225	285	67	101	260	119	130
FBgn0034964	2735	3855	1445	1560	2950	1575	1558
FBgn0034965	102	142	44	32	167	57	43
FBgn0034966	78	92	38	46	115	47	45
FBgn0034967	12807	22250	5562	8218	19367	6816	7919
FBgn0034968	22458	43528	16039	21345	32843	17255	20143
FBgn0034970	1471	2567	919	1039	1640	880	911
FBgn0034971	2127	3270	1228	1511	3032	1423	1618
FBgn0034972	1	2	5	1	3	0	0
FBgn0034973	0	1	0	0	1	1	0
FBgn0034974	3	10	1	1	6	1	3
FBgn0034975	2419	4202	1465	1375	3321	1570	1483
FBgn0034976	508	968	359	310	798	338	373
FBgn0034978	0	0	0	0	4	0	1
FBgn0034979	1	0	0	1	0	1	1
FBgn0034982	789	1087	476	596	1068	600	641
FBgn0034985	359	564	253	278	355	273	246
FBgn0034986	370	518	206	241	519	260	266
FBgn0034987	1567	2498	957	926	2135	1024	1050
FBgn0034988	255	404	143	173	319	183	231
FBgn0034989	1659	2783	1049	1142	2320	1157	1205
FBgn0034990	1	0	0	0	0	1	0
FBgn0034994	0	1	0	3	0	1	0
FBgn0034996	3	0	1	0	0	0	1
FBgn0034997	5574	7746	3206	3606	8406	4580	4768
